1.642854,1.809726,1.879116,1.961631,1.987009,2.070680,2.059210,2.094705,2.086734,2.062264,2.077290,2.075219,2.057854,2.047401,1.993523
1.333530,1.447781,1.485447,1.546227,1.608931,1.613071,1.635359,1.652853,1.672456,1.665109,1.696265,1.702177,1.692795,1.648038,1.637537
0.921098,0.904863,1.013043,1.061589,1.104827,1.098261,1.158526,1.161907,1.166116,1.223826,1.230569,1.246237,1.246611,1.288611,1.321104
0.508666,0.452432,0.461906,0.507716,0.537711,0.583451,0.628712,0.621865,0.659776,0.694286,0.722536,0.748847,0.800427,0.809376,0.806902
-0.109982,-0.090486,-0.010498,0.023078,0.033607,0.068641,0.098899,0.130919,0.153436,0.208874,0.214503,0.251458,0.313681,0.370076,0.450916
-0.522414,-0.542918,-0.482901,-0.461560,-0.407484,-0.388967,-0.377934,-0.310933,-0.306873,-0.276538,-0.251194,-0.204482,-0.132503,-0.069223,-0.063286
-0.934846,-0.904863,-0.876571,-0.807731,-0.785562,-0.789375,-0.748803,-0.703690,-0.675120,-0.629564,-0.589883,-0.577524,-0.497563,-0.468586,-0.419273
-1.141062,-1.085836,-1.112773,-1.084667,-1.037614,-1.018180,-1.013710,-0.998258,-0.951305,-0.938463,-0.886235,-0.826219,-0.822060,-0.828013,-0.814813
-1.141062,-1.176322,-1.191507,-1.153901,-1.163640,-1.132582,-1.119673,-1.145542,-1.135429,-1.114976,-1.055579,-1.033465,-0.984309,-0.987758,-1.012583
-1.141062,-1.176322,-1.112773,-1.153901,-1.163640,-1.132582,-1.119673,-1.145542,-1.135429,-1.114976,-1.097916,-1.116363,-1.105995,-1.107567,-1.091691
-0.934846,-0.904863,-0.955305,-0.946199,-0.974601,-0.960978,-0.960729,-0.949163,-0.997336,-1.026719,-1.055579,-1.033465,-1.065433,-1.067630,-1.091691
-0.625522,-0.542918,-0.640369,-0.669262,-0.659536,-0.674973,-0.695822,-0.703690,-0.721151,-0.761949,-0.801563,-0.867668,-0.903184,-0.907885,-0.933475
-0.109982,-0.180973,-0.167966,-0.253858,-0.281458,-0.331766,-0.377934,-0.360027,-0.398934,-0.453051,-0.505210,-0.536075,-0.619249,-0.668267,-0.696151
0.611774,0.542918,0.461906,0.369248,0.285659,0.183044,0.098899,0.032730,0.015344,-0.055896,-0.124186,-0.163033,-0.254190,-0.268904,-0.300611
1.642854,1.447781,1.249245,1.061589,0.915789,0.812256,0.734675,0.621865,0.567714,0.517772,0.426183,0.334356,0.273119,0.210331,0.213592
