-1.388677,-0.070740,0.654585,0.968389,1.176378,1.351881,1.441838,1.515652,1.550958,1.510508,1.355493,1.047970,0.614102,0.123424,-0.269572
-0.121978,0.754562,1.073396,1.194765,1.362449,1.432243,1.465976,1.492547,1.481993,1.416493,1.234611,0.926113,0.497795,0.040217,-0.342758
0.863232,1.226163,1.259534,1.345683,1.362449,1.351881,1.369424,1.353921,1.298085,1.181455,0.968670,0.658028,0.241919,-0.167801,-0.489132
1.355837,1.344063,1.306069,1.270224,1.207390,1.164367,1.128045,1.076667,0.999234,0.828899,0.606023,0.292457,-0.083741,-0.417422,-0.653802
1.426209,1.285113,1.166465,1.081577,0.959296,0.896491,0.814252,0.730100,0.608429,0.405832,0.146670,-0.170600,-0.479186,-0.708647,-0.836770
1.215092,1.049312,0.887258,0.742012,0.618167,0.521465,0.452184,0.314220,0.148659,-0.087747,-0.361035,-0.633656,-0.851368,-0.937467,-0.946550
1.003976,0.754562,0.514982,0.364718,0.246026,0.146439,0.017701,-0.124764,-0.357088,-0.581326,-0.844564,-1.023599,-1.107244,-1.062277,-0.946550
0.652115,0.341911,0.096171,-0.050306,-0.157126,-0.282163,-0.416781,-0.586853,-0.793870,-1.004394,-1.158858,-1.267313,-1.223551,-1.041476,-0.836770
0.229882,-0.129690,-0.322639,-0.465330,-0.529267,-0.630401,-0.778850,-0.979629,-1.115709,-1.286439,-1.352269,-1.340427,-1.153767,-0.875061,-0.598912
-0.192351,-0.542341,-0.694915,-0.804895,-0.901408,-1.032215,-1.092643,-1.210673,-1.276629,-1.356950,-1.328093,-1.169827,-0.874630,-0.542233,-0.269572
-0.544211,-0.896042,-1.067191,-1.106730,-1.149502,-1.192941,-1.285746,-1.279986,-1.299617,-1.215928,-1.062152,-0.779885,-0.409401,-0.063792,0.187846
-0.896072,-1.190793,-1.206795,-1.219918,-1.273548,-1.273304,-1.237470,-1.210673,-1.092721,-0.886875,-0.602799,-0.219343,0.172135,0.456252,0.681857
-1.107188,-1.308693,-1.346398,-1.333107,-1.242537,-1.139366,-1.068505,-0.887211,-0.678927,-0.322785,0.049965,0.487428,0.823455,1.059504,1.230759
-1.247933,-1.367643,-1.253329,-1.106730,-1.025455,-0.871490,-0.658160,-0.378913,-0.058238,0.335320,0.799435,1.218570,1.521298,1.725161,1.779660
-1.247933,-1.249743,-1.067191,-0.880353,-0.653314,-0.442888,-0.151264,0.175594,0.585441,1.063937,1.548904,1.974084,2.312187,2.411619,2.310265
