-0.783069,-0.570140,-0.385884,-0.193311,0.023456,0.310724,0.674335,0.812661,0.886661,0.844280,0.747006,0.519839,0.067638,-0.544715,-0.928152
-0.833699,-0.622931,-0.498278,-0.319384,-0.117279,0.382429,0.738762,0.926585,0.991384,1.003912,0.984151,0.800834,0.659472,0.320421,0.021094
-0.833699,-0.675721,-0.554474,-0.382420,-0.258014,0.095607,0.416628,0.641774,0.834299,0.897490,0.924865,0.941331,0.744019,0.512673,0.442981
-0.884328,-0.781303,-0.666868,-0.508493,-0.328382,-0.047804,0.223347,0.470888,0.572489,0.631436,0.687720,0.730585,0.490376,0.704925,0.759397
-0.884328,-0.834093,-0.723065,-0.634566,-0.469117,-0.191215,-0.034361,0.186077,0.258318,0.312171,0.332003,0.309094,0.659472,0.993304,0.864869
-0.934958,-0.939675,-0.835458,-0.697602,-0.539484,-0.406331,-0.356496,-0.212659,-0.108214,-0.060306,-0.023714,0.028099,0.152186,-0.256337,-0.506265
-0.833699,-0.886884,-0.891655,-0.760638,-0.750587,-0.764859,-0.678631,-0.611394,-0.579471,-0.645626,-0.794435,-0.955380,-1.116029,-1.217599,-1.139095
-0.631181,-0.781303,-0.835458,-0.886711,-0.891322,-1.051681,-1.065192,-1.010130,-1.103089,-1.230945,-1.328011,-1.376872,-1.369672,-1.313725,-1.350039
-0.226145,-0.517349,-0.666868,-0.823675,-0.961689,-1.195092,-1.322900,-1.408865,-1.469622,-1.497000,-1.505870,-1.376872,-1.369672,-1.313725,-1.139095
0.280150,0.010558,-0.329687,-0.697602,-0.961689,-1.195092,-1.387327,-1.522790,-1.521984,-1.443789,-1.328011,-1.306623,-1.200576,-1.025346,-0.928152
0.735815,0.538465,0.232280,-0.130275,-0.469117,-0.836564,-1.065192,-1.237979,-1.207813,-1.124524,-1.090866,-1.025629,-0.946934,-0.640841,-0.400793
1.039592,1.013582,0.794247,0.563125,0.304926,-0.047804,-0.356496,-0.554432,-0.631833,-0.645626,-0.616577,-0.533889,-0.439648,-0.160210,0.126566
1.393998,1.383117,1.356214,1.193488,1.078968,0.884368,0.609908,0.413925,0.258318,0.205749,0.272717,0.238845,0.405829,0.512673,0.653925
1.647145,1.699861,1.861985,1.886888,1.853011,1.673129,1.447459,1.211396,1.096108,1.057123,1.043438,1.152076,1.251305,1.377809,1.392227
1.748404,1.963815,2.142968,2.391178,2.486318,2.390184,2.156155,1.894943,1.724450,1.695654,1.695586,1.854562,2.012234,2.050692,2.130530
