-1.001008,-1.016136,-1.033905,-1.044524,-1.056485,-1.069144,-1.079657,-1.090629,-1.111028,-1.120185,-1.137749,-1.151914,-1.165613,-1.182109,-1.201496,-1.217268,-1.228731,-1.249377,-1.266144,-1.282913,-1.295139,-1.304093,-1.335609,-1.369372,-1.401201,-1.440730,-1.484637,-1.521202,-1.558096,-1.604831,-1.644362,-1.684098,-1.719995,-1.764801,-1.803768,-1.776549,-1.813694,-1.855197,-1.881327,-1.899639,-1.926035,-1.950683,-1.900387,-1.906839,-1.941587,-1.969395,-1.999922,-1.964898,-1.993391,-2.048196,-2.072653,-2.092098,-2.057067,-2.089122,-2.110008,-2.114624,-2.117060,-2.129717,-2.135490,-2.063203,-2.060977,-2.007827,-1.962274,-1.879297,-1.805343,-1.741566,-1.680572,-1.631902,-1.578947,-1.559190,-1.636581,-1.631593,-1.622335,-1.643694,-1.648575,-1.655935,-1.711298,-1.705005,-1.684973,-1.642989,-1.594869,-1.550161,-1.510843,-1.469930,-1.442318,-1.417412,-1.441275,-1.424628,-1.406532,-1.393692,-1.379421,-1.361988,-1.357295,-1.349203,-1.347586,-1.400219,-1.403253,-1.393570,-1.401825,-1.410536,-1.419029,-1.422605,-1.435717,-1.442841,-1.448210,-1.451448,-1.454984,-1.450491,-1.450800,-1.448984,-1.427336,-1.404905,-1.379826
-0.960706,-0.975447,-0.992682,-1.002968,-1.014588,-1.026858,-1.036955,-1.047562,-1.067436,-1.076303,-1.093413,-1.107191,-1.120642,-1.136761,-1.155760,-1.171075,-1.182102,-1.202111,-1.217972,-1.233876,-1.245118,-1.253249,-1.283232,-1.315442,-1.345752,-1.383441,-1.425443,-1.460189,-1.495399,-1.540429,-1.578302,-1.616515,-1.651083,-1.694964,-1.733590,-1.776549,-1.813694,-1.855197,-1.810478,-1.829071,-1.855372,-1.879854,-1.900387,-1.906839,-1.869496,-1.896124,-1.925178,-1.964898,-1.993391,-1.966577,-1.988932,-2.006137,-2.057067,-2.089122,-2.110008,-2.016145,-2.015987,-2.025553,-2.029290,-1.959694,-1.957085,-1.905781,-1.861923,-1.782588,-1.712310,-1.741566,-1.680572,-1.631902,-1.578947,-1.559190,-1.557838,-1.631593,-1.622335,-1.643694,-1.648575,-1.655935,-1.642023,-1.637317,-1.619313,-1.580221,-1.594869,-1.550161,-1.510843,-1.469930,-1.442318,-1.417412,-1.390220,-1.373551,-1.355310,-1.342100,-1.327368,-1.309631,-1.304180,-1.349203,-1.347586,-1.344720,-1.346726,-1.336469,-1.343579,-1.351196,-1.358783,-1.361506,-1.373695,-1.442841,-1.448210,-1.451448,-1.454984,-1.450491,-1.450800,-1.448984,-1.427336,-1.404905,-1.379826
-0.920404,-0.934758,-0.951460,-0.961411,-0.972691,-0.984573,-0.994253,-1.004496,-1.023843,-1.032420,-1.049078,-1.062469,-1.075670,-1.091414,-1.110024,-1.124881,-1.135473,-1.154844,-1.169800,-1.184839,-1.195097,-1.202404,-1.230855,-1.261513,-1.290304,-1.326153,-1.366250,-1.399176,-1.432703,-1.476026,-1.512242,-1.548931,-1.582172,-1.625127,-1.663412,-1.705983,-1.743055,-1.713593,-1.739629,-1.758502,-1.784710,-1.809024,-1.829470,-1.836003,-1.869496,-1.822854,-1.850433,-1.887884,-1.914550,-1.966577,-1.988932,-2.006137,-2.057067,-1.995485,-2.013327,-2.016145,-2.015987,-2.025553,-2.029290,-1.959694,-1.957085,-1.905781,-1.861923,-1.782588,-1.805343,-1.741566,-1.680572,-1.631902,-1.578947,-1.559190,-1.636581,-1.631593,-1.622335,-1.643694,-1.648575,-1.655935,-1.642023,-1.637317,-1.619313,-1.580221,-1.535293,-1.493232,-1.455903,-1.416817,-1.390203,-1.365895,-1.339164,-1.322474,-1.304088,-1.290507,-1.275314,-1.257274,-1.304180,-1.295525,-1.292944,-1.289221,-1.290199,-1.279368,-1.285334,-1.351196,-1.358783,-1.361506,-1.373695,-1.380292,-1.385429,-1.451448,-1.454984,-1.450491,-1.450800,-1.448984,-1.427336,-1.404905,-1.379826
-0.880103,-0.894068,-0.869015,-0.878299,-0.888897,-0.900001,-0.908850,-0.961429,-0.980250,-0.988538,-1.004742,-1.017746,-1.030699,-1.046066,-1.064288,-1.078687,-1.088845,-1.107577,-1.121628,-1.135802,-1.145076,-1.151560,-1.178479,-1.153654,-1.179406,-1.211576,-1.247863,-1.277150,-1.307309,-1.347222,-1.380122,-1.413765,-1.444349,-1.485453,-1.523056,-1.564850,-1.601778,-1.642791,-1.668780,-1.617364,-1.643384,-1.667365,-1.687636,-1.694330,-1.725314,-1.749583,-1.775689,-1.810870,-1.835710,-1.884958,-1.905211,-1.920177,-1.967101,-1.995485,-2.013327,-2.016145,-2.015987,-2.025553,-2.029290,-1.959694,-1.957085,-1.905781,-1.861923,-1.879297,-1.805343,-1.741566,-1.680572,-1.631902,-1.660655,-1.639203,-1.636581,-1.631593,-1.622335,-1.643694,-1.648575,-1.655935,-1.642023,-1.569629,-1.553653,-1.517453,-1.475717,-1.436303,-1.400963,-1.363704,-1.338088,-1.314378,-1.288109,-1.271397,-1.252865,-1.238915,-1.223260,-1.257274,-1.251065,-1.241847,-1.238302,-1.289221,-1.290199,-1.279368,-1.285334,-1.291856,-1.298537,-1.300408,-1.373695,-1.380292,-1.385429,-1.388710,-1.454984,-1.450491,-1.450800,-1.448984,-1.427336,-1.463246,-1.437093
-0.799499,-0.812689,-0.827792,-0.836742,-0.847000,-0.857715,-0.866149,-0.875297,-0.893064,-0.900773,-0.916071,-0.928300,-0.940756,-0.955370,-0.972816,-0.986299,-0.995587,-1.013043,-1.025284,-1.037728,-1.045034,-1.049871,-1.073725,-1.099724,-1.123958,-1.154287,-1.188669,-1.155124,-1.181916,-1.218418,-1.248001,-1.278599,-1.306526,-1.345779,-1.382699,-1.423718,-1.389862,-1.430386,-1.456233,-1.476226,-1.502059,-1.525706,-1.545802,-1.552657,-1.581132,-1.603042,-1.626200,-1.656842,-1.678028,-1.721720,-1.737770,-1.748255,-1.787168,-1.808210,-1.916645,-1.917667,-1.914915,-1.921390,-1.923089,-1.959694,-1.957085,-1.905781,-1.861923,-1.879297,-1.805343,-1.741566,-1.680572,-1.631902,-1.660655,-1.639203,-1.636581,-1.631593,-1.622335,-1.643694,-1.648575,-1.584484,-1.572747,-1.569629,-1.553653,-1.517453,-1.475717,-1.436303,-1.400963,-1.363704,-1.338088,-1.314378,-1.288109,-1.271397,-1.252865,-1.238915,-1.223260,-1.257274,-1.251065,-1.241847,-1.238302,-1.233723,-1.233671,-1.279368,-1.285334,-1.291856,-1.298537,-1.300408,-1.311673,-1.317744,-1.385429,-1.388710,-1.392458,-1.450491,-1.450800,-1.448984,-1.486943,-1.463246,-1.437093
-0.759198,-0.772000,-0.786570,-0.795186,-0.805103,-0.815430,-0.823447,-0.832230,-0.849471,-0.856891,-0.871735,-0.883577,-0.895784,-0.910022,-0.927080,-0.940106,-0.948958,-0.965776,-0.977111,-0.988691,-0.995013,-0.999026,-0.968971,-0.991865,-1.013061,-1.039710,-1.070282,-1.094111,-1.119219,-1.089614,-1.115881,-1.143433,-1.168703,-1.206105,-1.172165,-1.212020,-1.248585,-1.288783,-1.314535,-1.335088,-1.290071,-1.313218,-1.333050,-1.340148,-1.364859,-1.383230,-1.401966,-1.425800,-1.441506,-1.476863,-1.570329,-1.576334,-1.607236,-1.714573,-1.723282,-1.720710,-1.813842,-1.817227,-1.816889,-1.856184,-1.853194,-1.905781,-1.861923,-1.782588,-1.805343,-1.741566,-1.680572,-1.631902,-1.660655,-1.639203,-1.636581,-1.631593,-1.622335,-1.643694,-1.648575,-1.655935,-1.642023,-1.637317,-1.553653,-1.517453,-1.475717,-1.436303,-1.400963,-1.363704,-1.338088,-1.365895,-1.339164,-1.322474,-1.304088,-1.290507,-1.275314,-1.257274,-1.251065,-1.241847,-1.238302,-1.233723,-1.233671,-1.279368,-1.285334,-1.291856,-1.298537,-1.300408,-1.311673,-1.317744,-1.322648,-1.325972,-1.392458,-1.388447,-1.389487,-1.448984,-1.427336,-1.463246,-1.437093
-0.678594,-0.690621,-0.704125,-0.753630,-0.763206,-0.773144,-0.780746,-0.789164,-0.805878,-0.813009,-0.827399,-0.838855,-0.850812,-0.864674,-0.881344,-0.893912,-0.902329,-0.918510,-0.928939,-0.939654,-0.944992,-0.897337,-0.916594,-0.937936,-0.957612,-0.982422,-0.951895,-0.972085,-0.993826,-1.025212,-1.049821,-1.008267,-1.030880,-1.066431,-1.101987,-1.141454,-1.107308,-1.147179,-1.172838,-1.193950,-1.219408,-1.171558,-1.191216,-1.198475,-1.220677,-1.236689,-1.252477,-1.271772,-1.283825,-1.313625,-1.402887,-1.404412,-1.427303,-1.527299,-1.529919,-1.622232,-1.611697,-1.713064,-1.710688,-1.752674,-1.749303,-1.803735,-1.761572,-1.782588,-1.712310,-1.741566,-1.680572,-1.631902,-1.660655,-1.639203,-1.636581,-1.631593,-1.697275,-1.717681,-1.721364,-1.727387,-1.711298,-1.705005,-1.684973,-1.642989,-1.594869,-1.550161,-1.510843,-1.469930,-1.442318,-1.417412,-1.390220,-1.373551,-1.355310,-1.342100,-1.327368,-1.309631,-1.304180,-1.295525,-1.292944,-1.289221,-1.290199,-1.279368,-1.285334,-1.291856,-1.298537,-1.300408,-1.311673,-1.317744,-1.322648,-1.325972,-1.329933,-1.326403,-1.389487,-1.388096,-1.427336,-1.404905,-1.437093
-0.638292,-0.649931,-0.662902,-0.670517,-0.679412,-0.730858,-0.738044,-0.746097,-0.762286,-0.769126,-0.783064,-0.838855,-0.850812,-0.864674,-0.881344,-0.893912,-0.902329,-0.918510,-0.880767,-0.890617,-0.894971,-0.897337,-0.864218,-0.884006,-0.902164,-0.925133,-0.892702,-0.911072,-0.931130,-0.960810,-0.983761,-0.940684,-0.961968,-0.996594,-1.031809,-1.000322,-1.036669,-1.076378,-1.101989,-1.123381,-1.078083,-1.100729,-1.120299,-1.127639,-1.148586,-1.163418,-1.177732,-1.194758,-1.204984,-1.232006,-1.235446,-1.232491,-1.337337,-1.340024,-1.336556,-1.425275,-1.510625,-1.504737,-1.604488,-1.649164,-1.645412,-1.701689,-1.761572,-1.685878,-1.712310,-1.651632,-1.680572,-1.631902,-1.660655,-1.639203,-1.715325,-1.708644,-1.772214,-1.791667,-1.794153,-1.870290,-1.849850,-1.840381,-1.816292,-1.768524,-1.714021,-1.664019,-1.620722,-1.576155,-1.546548,-1.520446,-1.492330,-1.475705,-1.406532,-1.393692,-1.379421,-1.361988,-1.304180,-1.295525,-1.292944,-1.289221,-1.290199,-1.279368,-1.285334,-1.291856,-1.298537,-1.300408,-1.311673,-1.317744,-1.322648,-1.325972,-1.329933,-1.326403,-1.328174,-1.327207,-1.367730,-1.346564,-1.379826
-0.638292,-0.609242,-0.621680,-0.628961,-0.637514,-0.688572,-0.695343,-0.703031,-0.718693,-0.769126,-0.783064,-0.794132,-0.805841,-0.864674,-0.881344,-0.893912,-0.902329,-0.918510,-0.880767,-0.890617,-0.894971,-0.897337,-0.864218,-0.884006,-0.902164,-0.867844,-0.892702,-0.911072,-0.931130,-0.896408,-0.917701,-0.940684,-0.961968,-0.926757,-0.961630,-1.000322,-0.966031,-1.005576,-1.031140,-1.052812,-1.007420,-1.029899,-1.049382,-1.056802,-1.004403,-1.016877,-1.028243,-1.040730,-1.047303,-1.068768,-1.068005,-1.146530,-1.157404,-1.246387,-1.239875,-1.326797,-1.308479,-1.400574,-1.498287,-1.545654,-1.541521,-1.599642,-1.661220,-1.685878,-1.619277,-1.651632,-1.680572,-1.631902,-1.660655,-1.719217,-1.715325,-1.785694,-1.847153,-1.865653,-1.939731,-1.941741,-1.988401,-1.975757,-1.947612,-1.894060,-1.833174,-1.777877,-1.730602,-1.682381,-1.598663,-1.571963,-1.543385,-1.475705,-1.457754,-1.445284,-1.379421,-1.361988,-1.357295,-1.349203,-1.347586,-1.344720,-1.346726,-1.336469,-1.343579,-1.291856,-1.298537,-1.300408,-1.311673,-1.317744,-1.322648,-1.325972,-1.329933,-1.326403,-1.328174,-1.327207,-1.308123,-1.346564,-1.322559
-0.638292,-0.609242,-0.621680,-0.628961,-0.637514,-0.646286,-0.652641,-0.659964,-0.718693,-0.725244,-0.783064,-0.794132,-0.805841,-0.864674,-0.881344,-0.893912,-0.902329,-0.918510,-0.928939,-0.939654,-0.944992,-0.897337,-0.916594,-0.937936,-0.902164,-0.925133,-0.951895,-0.911072,-0.931130,-0.960810,-0.917701,-0.940684,-0.961968,-0.926757,-0.961630,-1.000322,-0.966031,-1.005576,-1.031140,-0.982243,-1.007420,-0.959070,-0.978465,-0.985966,-1.004403,-0.943606,-0.953498,-0.963716,-0.968462,-0.987149,-0.984284,-0.974609,-1.067438,-1.059113,-1.143193,-1.129840,-1.207407,-1.296411,-1.392087,-1.442144,-1.437630,-1.497596,-1.560869,-1.589169,-1.619277,-1.651632,-1.680572,-1.631902,-1.660655,-1.719217,-1.794068,-1.862744,-1.922093,-1.939639,-2.012520,-2.013193,-2.057677,-2.043445,-2.013272,-2.019595,-1.952326,-1.834806,-1.785542,-1.735493,-1.702893,-1.623480,-1.594440,-1.526781,-1.508976,-1.496877,-1.431475,-1.414345,-1.410409,-1.402881,-1.402228,-1.400219,-1.346726,-1.336469,-1.343579,-1.351196,-1.358783,-1.361506,-1.373695,-1.380292,-1.322648,-1.325972,-1.329933,-1.326403,-1.328174,-1.327207,-1.308123,-1.288224,-1.265292
