25,25,24,23,22,20,18,15,13,10,7,4,3,3,6
24,23,22,20,19,17,14,12,9,6,2,1,1,4,9
21,20,18,17,16,14,12,9,6,2,-1,-1,2,7,11
18,17,16,15,13,11,9,6,2,-1,-3,0,4,8,12
16,14,13,12,10,8,6,3,-1,-3,-2,2,6,10,13
14,12,10,9,7,5,3,0,-3,-4,-1,4,8,11,12
12,9,8,7,5,3,1,-2,-4,-2,2,6,10,11,11
10,7,6,5,4,1,-1,-3,-4,0,5,8,10,10,10
8,6,4,3,3,0,-2,-3,-2,4,8,9,9,9,9
6,4,2,2,2,0,-2,-3,1,6,9,9,9,8,8
4,2,1,1,1,0,-2,-1,3,7,9,9,8,8,7
3,1,1,0,1,-1,-2,1,5,7,8,8,8,8,7
2,1,0,0,0,-1,-2,2,5,7,8,8,8,8,8
1,0,0,0,0,-1,-1,1,4,6,8,8,8,8,9
0,0,0,1,0,0,0,2,3,5,8,8,8,8,8
