18,16,15,13,12,10,8,6,4,3,2,2,3,4,6
18,16,14,12,10,8,5,3,1,-1,-1,0,1,4,7
17,15,13,11,8,6,3,0,-3,-4,-3,-1,2,5,7
17,14,12,9,6,4,0,-3,-5,-5,-2,0,3,5,8
16,13,11,8,5,2,-2,-5,-6,-4,-1,1,3,6,9
15,12,10,7,4,0,-4,-6,-4,-2,-1,1,4,7,10
14,12,9,6,3,-1,-4,-4,-3,-2,0,2,5,8,11
13,11,9,6,2,-1,-3,-2,-2,-1,0,3,6,10,13
13,11,8,6,2,0,-1,-1,-1,0,2,4,8,12,16
12,10,8,6,3,1,1,1,1,2,4,6,10,14,18
11,10,8,6,4,4,3,3,3,4,6,9,13,17,20
11,10,9,7,6,6,6,6,6,7,9,12,16,20,22
11,10,9,8,8,8,9,9,9,11,13,16,20,22,23
11,10,10,10,10,11,12,13,13,15,17,20,22,23,23
12,11,11,11,12,14,15,16,18,19,21,23,23,23,22
