17,14,11,9,6,4,1,-1,-2,-3,-2,-2,-1,1,3
16,13,10,7,4,1,-2,-4,-5,-6,-5,-5,-3,-2,1
16,13,9,6,2,-2,-5,-7,-8,-8,-8,-7,-6,-4,-2
16,12,9,5,1,-3,-7,-9,-10,-10,-10,-9,-8,-6,-3
16,12,9,4,0,-4,-8,-10,-11,-12,-12,-11,-9,-7,-5
16,13,9,5,0,-4,-7,-10,-11,-12,-12,-11,-10,-8,-5
17,14,10,6,1,-3,-6,-8,-10,-11,-11,-10,-8,-7,-5
18,15,11,7,3,0,-3,-5,-7,-8,-8,-7,-6,-4,-3
20,17,14,10,7,3,1,-1,-3,-4,-4,-3,-2,-1,0
22,19,16,13,10,8,6,4,3,2,2,2,3,3,3
25,22,20,17,15,13,12,10,9,8,8,8,8,7,7
27,25,23,22,20,19,18,17,16,15,14,14,13,12,12
31,29,27,26,25,24,24,23,22,21,21,19,18,17,16
34,33,32,31,30,30,29,29,28,27,26,25,23,22,21
37,37,36,36,35,35,35,35,34,33,31,30,28,27,26
