3,6,7,7,5,3,2,1,0,0,0,1,2,3,4
5,7,7,6,4,2,0,-1,-2,-3,-3,-2,-1,0,2
7,8,7,5,3,1,-1,-3,-4,-5,-5,-4,-3,-2,-1
10,10,8,6,3,1,-2,-4,-6,-7,-7,-6,-5,-4,-2
13,12,10,8,4,1,-2,-4,-6,-8,-8,-7,-6,-5,-3
16,15,13,9,6,2,-1,-4,-6,-8,-8,-8,-7,-5,-4
19,17,15,11,8,4,0,-3,-5,-7,-7,-7,-6,-5,-3
20,19,16,13,10,6,3,-1,-3,-5,-6,-6,-5,-3,-1
22,20,18,15,12,9,5,2,-1,-2,-3,-3,-2,-1,1
23,22,20,17,15,12,9,5,3,1,0,0,0,2,3
24,23,21,19,17,15,12,9,7,5,4,3,4,5,6
25,24,22,21,19,18,16,13,11,9,8,7,8,9,9
27,26,24,23,21,20,19,17,15,13,12,12,12,12,12
27,27,27,25,24,23,22,21,19,18,17,16,16,15,14
26,27,27,27,27,26,25,24,23,21,21,20,18,17,15
