31,32,33,35,36,38,39,41,41,42,42,42,42,42,41
32,33,34,36,37,38,39,39,39,39,39,38,38,37,36
33,34,35,35,35,36,35,35,34,34,33,33,32,31,29
33,32,32,31,31,30,29,29,28,28,27,27,26,24,23
29,28,27,26,25,24,23,23,22,22,21,21,20,19,18
24,23,22,21,20,19,19,18,17,17,17,16,15,14,12
20,19,18,17,17,16,15,15,14,13,13,12,10,9,7
15,15,14,14,13,13,12,11,10,10,9,7,5,3,2
11,10,10,10,9,9,8,7,6,5,3,1,-1,-2,-4
6,6,6,5,5,4,4,3,2,0,-2,-4,-7,-8,-9
2,1,1,1,1,0,0,-1,-3,-5,-7,-9,-11,-13,-14
-3,-3,-3,-3,-3,-4,-5,-6,-7,-9,-11,-13,-15,-16,-18
-7,-7,-7,-7,-7,-7,-8,-10,-11,-12,-14,-16,-18,-20,-22
-11,-11,-10,-10,-10,-11,-12,-13,-14,-16,-17,-19,-20,-23,-25
-15,-14,-14,-13,-13,-14,-15,-16,-17,-18,-19,-21,-23,-25,-27
