-3,-3,-4,-4,-5,-5,-6,-6,-5,-5,-5,-4,-4,-4,-3
-4,-5,-6,-6,-7,-7,-7,-7,-7,-7,-6,-6,-6,-6,-5
-6,-7,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-7,-7
-8,-9,-10,-10,-10,-10,-10,-11,-11,-11,-10,-10,-9,-7,-6
-9,-10,-11,-12,-12,-12,-12,-12,-11,-11,-10,-9,-8,-6,-5
-10,-11,-12,-13,-13,-13,-13,-12,-11,-10,-9,-8,-6,-5,-3
-10,-12,-13,-13,-13,-12,-11,-11,-10,-9,-7,-6,-5,-3,-2
-10,-11,-11,-11,-11,-10,-10,-9,-8,-7,-6,-5,-3,-2,0
-8,-9,-9,-9,-9,-8,-8,-7,-6,-5,-4,-3,-1,0,1
-6,-6,-6,-6,-6,-6,-5,-4,-4,-3,-2,0,1,2,3
-3,-3,-3,-3,-3,-3,-2,-2,-1,0,1,2,3,4,5
0,0,0,0,1,1,1,2,3,4,5,5,6,7,8
4,4,4,4,5,5,5,6,7,7,8,8,9,9,10
7,8,8,9,9,9,10,10,11,11,11,11,11,12,12
10,11,12,12,13,13,14,14,14,14,14,14,14,14,13
