1,-1,-3,-5,-7,-10,-12,-15,-17,-18,-18,-17,-14,-10,-6
-1,-3,-5,-8,-10,-13,-15,-17,-19,-19,-17,-14,-11,-7,-3
-3,-5,-8,-10,-13,-15,-17,-18,-19,-17,-14,-11,-7,-3,1
-5,-8,-10,-13,-15,-17,-18,-18,-17,-14,-11,-7,-3,1,5
-7,-10,-12,-15,-17,-18,-18,-17,-14,-10,-6,-2,2,5,8
-9,-12,-14,-17,-18,-18,-17,-14,-11,-6,-2,2,5,8,11
-11,-14,-16,-18,-18,-18,-15,-12,-7,-2,2,5,8,11,13
-12,-15,-17,-18,-18,-16,-13,-9,-4,1,5,8,10,12,14
-13,-16,-17,-18,-17,-15,-10,-5,-1,3,7,10,12,14,15
-14,-16,-17,-17,-15,-12,-7,-3,1,5,8,11,14,15,16
-13,-15,-15,-15,-13,-9,-5,-1,3,7,10,13,14,15,16
-12,-13,-13,-12,-10,-6,-3,1,5,9,12,14,15,15,16
-10,-11,-11,-9,-6,-3,0,4,8,11,13,14,15,16,16
-7,-7,-7,-6,-3,0,3,7,10,12,14,15,15,16,16
-3,-4,-3,-2,1,3,6,9,12,14,15,16,16,16,17
