7,4,-1,-6,-9,-11,-12,-14,-16,-17,-18,-18,-16,-13,-9
6,2,-3,-7,-10,-12,-14,-16,-18,-19,-19,-18,-16,-12,-5
5,1,-4,-8,-10,-13,-16,-18,-20,-21,-21,-19,-15,-8,1
4,0,-5,-8,-11,-14,-17,-19,-21,-22,-22,-18,-11,-1,10
3,0,-5,-8,-11,-14,-18,-21,-23,-24,-21,-13,-3,8,18
3,0,-5,-8,-11,-15,-18,-22,-24,-22,-16,-7,5,15,23
3,0,-4,-7,-10,-14,-18,-22,-22,-18,-10,1,11,20,25
3,0,-3,-6,-9,-13,-17,-20,-18,-12,-3,7,17,22,26
3,1,-2,-4,-7,-11,-15,-16,-12,-6,4,13,20,24,26
4,2,0,-2,-4,-7,-11,-11,-6,1,10,18,22,24,25
4,4,2,1,0,-2,-5,-4,1,8,17,23,24,25,24
5,5,4,4,4,4,3,4,8,16,23,26,26,25,23
5,6,6,7,8,9,11,12,17,24,29,29,27,24,21
6,8,9,10,12,14,17,21,26,31,32,30,27,23,19
7,9,10,12,15,18,23,28,33,34,33,29,25,21,17
