-4,-4,-5,-5,-5,-5,-6,-6,-6,-6,-6,-6,-5,-5,-5
-5,-5,-6,-6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-6
-6,-6,-7,-7,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8
-6,-7,-7,-8,-8,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
-5,-6,-7,-8,-8,-9,-9,-10,-10,-10,-10,-10,-10,-11,-11
-3,-4,-6,-7,-8,-9,-9,-10,-10,-10,-11,-11,-11,-11,-11
0,-2,-3,-5,-6,-7,-8,-9,-9,-10,-10,-11,-11,-11,-12
3,1,0,-1,-3,-4,-5,-7,-7,-8,-9,-10,-10,-10,-11
7,5,4,2,1,-1,-2,-4,-5,-6,-7,-7,-8,-9,-9
13,10,8,7,5,4,2,1,-1,-2,-3,-4,-5,-6,-6
18,16,14,12,10,9,7,6,4,3,1,0,-1,-2,-3
23,22,20,18,16,15,13,11,10,9,7,6,4,3,2
26,26,26,24,23,21,19,18,16,15,13,12,10,8,7
28,29,29,29,28,27,26,25,23,21,20,18,16,14,13
30,30,31,32,32,32,31,30,29,28,26,24,23,21,19
