40,41,42,43,43,44,45,45,46,46,47,48,48,48,47
38,39,39,40,41,41,42,42,42,42,43,43,43,43,43
35,35,36,37,37,38,38,38,38,37,37,38,38,38,38
31,32,32,32,33,33,32,32,32,32,31,31,31,31,31
27,27,27,27,27,27,26,26,26,25,25,25,25,25,24
22,22,21,21,21,21,20,20,20,19,19,19,18,18,17
17,16,16,16,15,15,15,14,14,13,13,12,11,11,10
12,11,11,11,10,10,9,8,8,7,6,5,5,4,3
7,7,7,6,5,5,3,2,1,0,0,-1,-2,-3,-4
3,3,2,2,1,-1,-2,-3,-5,-6,-7,-8,-9,-10,-11
0,-1,-2,-3,-4,-6,-7,-9,-10,-11,-12,-13,-14,-15,-16
-4,-4,-5,-7,-8,-10,-12,-13,-14,-15,-16,-17,-18,-19,-21
-6,-7,-9,-10,-12,-14,-15,-16,-17,-18,-19,-20,-21,-22,-23
-9,-10,-11,-13,-15,-16,-17,-19,-20,-20,-21,-22,-22,-23,-23
-10,-11,-13,-15,-16,-18,-19,-20,-21,-21,-21,-21,-21,-21,-20
