19,16,13,10,7,5,2,-1,-4,-7,-10,-9,-4,2,5
15,12,9,6,4,2,-1,-4,-8,-11,-11,-6,-1,2,4
11,8,5,3,1,-2,-4,-8,-11,-12,-9,-4,0,2,4
7,5,2,0,-2,-5,-7,-10,-13,-11,-6,-3,0,2,4
4,2,0,-2,-5,-7,-10,-12,-13,-9,-4,-2,0,3,5
1,-1,-2,-4,-7,-9,-11,-13,-11,-7,-4,-1,2,4,6
-1,-2,-4,-5,-8,-10,-12,-12,-9,-5,-2,0,3,6,9
-2,-4,-5,-6,-8,-10,-11,-9,-6,-3,-1,2,5,8,12
-3,-4,-5,-6,-8,-9,-9,-6,-4,-2,1,4,7,11,15
-4,-4,-4,-5,-6,-7,-6,-3,-1,1,3,6,9,13,19
-3,-3,-4,-4,-4,-4,-2,0,2,3,5,8,12,17,22
-2,-2,-2,-2,-2,-1,1,3,4,5,7,10,15,20,25
-1,-1,-1,-1,0,2,4,6,7,7,9,13,18,23,27
1,1,1,1,3,5,7,9,9,10,12,16,21,25,27
3,3,3,3,5,7,9,11,11,12,14,18,23,25,26
